"variable" "activity" "subjectid" "average"
"1349" "frequencyaccelerationmagnitudestandarddeviation" "standing" "29" -0.982247716
"1350" "frequencyaccelerationmagnitudestandarddeviation" "standing" "30" -0.921733233050847
"1351" "frequencyaccelerationmagnitudestandarddeviation" "walking" "1" -0.398032586842105
"1352" "frequencyaccelerationmagnitudestandarddeviation" "walking" "2" -0.577105211694915
"1353" "frequencyaccelerationmagnitudestandarddeviation" "walking" "3" -0.456373080862069
"1354" "frequencyaccelerationmagnitudestandarddeviation" "walking" "4" -0.651172628166667
"1355" "frequencyaccelerationmagnitudestandarddeviation" "walking" "5" -0.519636926071429
"1356" "frequencyaccelerationmagnitudestandarddeviation" "walking" "6" -0.421683093508772
"1357" "frequencyaccelerationmagnitudestandarddeviation" "walking" "7" -0.351706780526316
"1358" "frequencyaccelerationmagnitudestandarddeviation" "walking" "8" -0.360818978541667
"1359" "frequencyaccelerationmagnitudestandarddeviation" "walking" "9" -0.513891953269231
"1360" "frequencyaccelerationmagnitudestandarddeviation" "walking" "10" -0.370471943962264
"1361" "frequencyaccelerationmagnitudestandarddeviation" "walking" "11" -0.584455992033898
"1362" "frequencyaccelerationmagnitudestandarddeviation" "walking" "12" -0.4088962994
"1363" "frequencyaccelerationmagnitudestandarddeviation" "walking" "13" -0.438388953157895
"1364" "frequencyaccelerationmagnitudestandarddeviation" "walking" "14" -0.457490009491525
"1365" "frequencyaccelerationmagnitudestandarddeviation" "walking" "15" -0.458344792407407
"1366" "frequencyaccelerationmagnitudestandarddeviation" "walking" "16" -0.592150985098039
"1367" "frequencyaccelerationmagnitudestandarddeviation" "walking" "17" -0.565162507704918
"1368" "frequencyaccelerationmagnitudestandarddeviation" "walking" "18" -0.565563056964286
"1369" "frequencyaccelerationmagnitudestandarddeviation" "walking" "19" -0.324793406057692
"1370" "frequencyaccelerationmagnitudestandarddeviation" "walking" "20" -0.389934004313725
"1371" "frequencyaccelerationmagnitudestandarddeviation" "walking" "21" -0.438149791153846
"1372" "frequencyaccelerationmagnitudestandarddeviation" "walking" "22" -0.381399308043478
"1373" "frequencyaccelerationmagnitudestandarddeviation" "walking" "23" -0.407577515762712
"1374" "frequencyaccelerationmagnitudestandarddeviation" "walking" "24" -0.590265845517241
"1375" "frequencyaccelerationmagnitudestandarddeviation" "walking" "25" -0.632927475540541
"1376" "frequencyaccelerationmagnitudestandarddeviation" "walking" "26" -0.537183967118644
"1377" "frequencyaccelerationmagnitudestandarddeviation" "walking" "27" -0.550392604912281
"1378" "frequencyaccelerationmagnitudestandarddeviation" "walking" "28" -0.511573670555556
"1379" "frequencyaccelerationmagnitudestandarddeviation" "walking" "29" -0.393257505471698
"1380" "frequencyaccelerationmagnitudestandarddeviation" "walking" "30" -0.469852794923077
"1381" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "1" -0.186530301073469
"1382" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "2" -0.0214787881723404
"1383" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "3" -0.233849422120408
"1384" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "4" -0.263644030288889
"1385" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "5" 0.0428533623276596
"1386" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "6" 0.1446227570625
"1387" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "7" 0.0214440976893617
"1388" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "8" -0.156141093578947
"1389" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "9" 0.0888671674047619
"1390" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "10" -0.0616742840815789
"1391" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "11" -0.137123060369565
"1392" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "12" -0.105124972078261
"1393" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "13" -0.210912766382979
"1394" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "14" 0.178684580868889
"1395" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "15" 0.153124178119048
"1396" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "16" -0.0534137179170213
"1397" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "17" -0.0618876767130435
"1398" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "18" -0.344299434181818
"1399" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "19" 0.0828630624102564
"1400" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "20" 0.000242174637777778
"1401" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "21" 0.0791271386644444
"1402" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "22" -0.0575202606055556
"1403" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "23" -0.0453930349148148
"1404" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "24" -0.175291708678182
"1405" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "25" -0.359437080103448
"1406" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "26" 0.005749436614
"1407" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "27" -0.071212004425
"1408" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "28" -0.074058597676087
"1409" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "29" -0.0330868111229167
"1410" "frequencyaccelerationmagnitudestandarddeviation" "walkingdownstairs" "30" -0.178535173268548
"1411" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "1" -0.416260101509434
"1412" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "2" -0.36672824375
"1413" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "3" -0.447994369152542
"1414" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "4" -0.301005898461538
"1415" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "5" -0.254091927148936
"1416" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "6" -0.222161433666667
"1417" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "7" -0.415307106666667
"1418" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "8" -0.409282851707317
"1419" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "9" -0.509929461428571
"1420" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "10" -0.361437534680851
"1421" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "11" -0.376027878888889
"1422" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "12" -0.395285130961538
"1423" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "13" -0.409065516363636
"1424" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "14" -0.143253889222222
"1425" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "15" -0.255659340833333
"1426" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "16" -0.418924256078431
"1427" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "17" -0.217393170604167
"1428" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "18" -0.436218933448276
"1429" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "19" -0.368253499
"1430" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "20" -0.320241012294118
"1431" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "21" -0.403357611702128
"1432" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "22" -0.334126221428571
"1433" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "23" -0.410047643333333
"1434" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "24" -0.406283377627119
"1435" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "25" -0.536120293230769
"1436" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "26" -0.274226227272727
"1437" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "27" -0.468707734509804
"1438" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "28" -0.334626168823529
"1439" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "29" -0.155993755897959
"1440" "frequencyaccelerationmagnitudestandarddeviation" "walkingupstairs" "30" -0.394508080769231
"1441" "frequencyaccelerationmeanX" "laying" "1" -0.9390990524
"1442" "frequencyaccelerationmeanX" "laying" "2" -0.976725059791667
"1443" "frequencyaccelerationmeanX" "laying" "3" -0.980665609032258
"1444" "frequencyaccelerationmeanX" "laying" "4" -0.958802077592593
"1445" "frequencyaccelerationmeanX" "laying" "5" -0.968741678461538
"1446" "frequencyaccelerationmeanX" "laying" "6" -0.939114254210526
"1447" "frequencyaccelerationmeanX" "laying" "7" -0.953424245576923
"1448" "frequencyaccelerationmeanX" "laying" "8" -0.953538563888889
"1449" "frequencyaccelerationmeanX" "laying" "9" -0.946865494
"1450" "frequencyaccelerationmeanX" "laying" "10" -0.96918420862069
"1451" "frequencyaccelerationmeanX" "laying" "11" -0.983801365614035
"1452" "frequencyaccelerationmeanX" "laying" "12" -0.956248487666667
"1453" "frequencyaccelerationmeanX" "laying" "13" -0.974716920483871
"1454" "frequencyaccelerationmeanX" "laying" "14" -0.933936178235294
"1455" "frequencyaccelerationmeanX" "laying" "15" -0.974016176527778
"1456" "frequencyaccelerationmeanX" "laying" "16" -0.980213187428571
"1457" "frequencyaccelerationmeanX" "laying" "17" -0.974359280140845
"1458" "frequencyaccelerationmeanX" "laying" "18" -0.985179972153846
"1459" "frequencyaccelerationmeanX" "laying" "19" -0.97453373
"1460" "frequencyaccelerationmeanX" "laying" "20" -0.965728781617647
"1461" "frequencyaccelerationmeanX" "laying" "21" -0.968234375555556
"1462" "frequencyaccelerationmeanX" "laying" "22" -0.953758542777778
"1463" "frequencyaccelerationmeanX" "laying" "23" -0.970037238333333
"1464" "frequencyaccelerationmeanX" "laying" "24" -0.975893687083333
"1465" "frequencyaccelerationmeanX" "laying" "25" -0.929147371232877
"1466" "frequencyaccelerationmeanX" "laying" "26" -0.973262289210526
"1467" "frequencyaccelerationmeanX" "laying" "27" -0.980631846891892
"1468" "frequencyaccelerationmeanX" "laying" "28" -0.9739308675
"1469" "frequencyaccelerationmeanX" "laying" "29" -0.986626999275362
"1470" "frequencyaccelerationmeanX" "laying" "30" -0.974789999285714
"1471" "frequencyaccelerationmeanX" "sitting" "1" -0.979641238723404
"1472" "frequencyaccelerationmeanX" "sitting" "2" -0.985803840652174
"1473" "frequencyaccelerationmeanX" "sitting" "3" -0.970154440961538
"1474" "frequencyaccelerationmeanX" "sitting" "4" -0.9774624984
"1475" "frequencyaccelerationmeanX" "sitting" "5" -0.977450812045455
"1476" "frequencyaccelerationmeanX" "sitting" "6" -0.975351454727273
"1477" "frequencyaccelerationmeanX" "sitting" "7" -0.972697126875
"1478" "frequencyaccelerationmeanX" "sitting" "8" -0.981142909782609
"1479" "frequencyaccelerationmeanX" "sitting" "9" -0.959413594
"1480" "frequencyaccelerationmeanX" "sitting" "10" -0.984943144259259
"1481" "frequencyaccelerationmeanX" "sitting" "11" -0.981481454339623
"1482" "frequencyaccelerationmeanX" "sitting" "12" -0.97966614372549
"1483" "frequencyaccelerationmeanX" "sitting" "13" -0.990135477755102
"1484" "frequencyaccelerationmeanX" "sitting" "14" -0.976456609259259
"1485" "frequencyaccelerationmeanX" "sitting" "15" -0.986619609491525
"1486" "frequencyaccelerationmeanX" "sitting" "16" -0.987043828985507
"1487" "frequencyaccelerationmeanX" "sitting" "17" -0.9939693815625
"1488" "frequencyaccelerationmeanX" "sitting" "18" -0.993144920175439
"1489" "frequencyaccelerationmeanX" "sitting" "19" -0.979238031780822
"1490" "frequencyaccelerationmeanX" "sitting" "20" -0.981203064242424
"1491" "frequencyaccelerationmeanX" "sitting" "21" -0.990610228
"1492" "frequencyaccelerationmeanX" "sitting" "22" -0.978505368225806
"1493" "frequencyaccelerationmeanX" "sitting" "23" -0.986325670882353
"1494" "frequencyaccelerationmeanX" "sitting" "24" -0.989529506764706
"1495" "frequencyaccelerationmeanX" "sitting" "25" -0.991405498153846
"1496" "frequencyaccelerationmeanX" "sitting" "26" -0.982579546025641
"1497" "frequencyaccelerationmeanX" "sitting" "27" -0.988682108428571
"1498" "frequencyaccelerationmeanX" "sitting" "28" -0.979820142638889
"1499" "frequencyaccelerationmeanX" "sitting" "29" -0.991093963666667
"1500" "frequencyaccelerationmeanX" "sitting" "30" -0.985008785
"1501" "frequencyaccelerationmeanX" "standing" "1" -0.995249932641509
"1502" "frequencyaccelerationmeanX" "standing" "2" -0.983946739814815
"1503" "frequencyaccelerationmeanX" "standing" "3" -0.960123409508197
"1504" "frequencyaccelerationmeanX" "standing" "4" -0.973497549642857
"1505" "frequencyaccelerationmeanX" "standing" "5" -0.964500917321429
"1506" "frequencyaccelerationmeanX" "standing" "6" -0.977100287368421
"1507" "frequencyaccelerationmeanX" "standing" "7" -0.976681834339623
"1508" "frequencyaccelerationmeanX" "standing" "8" -0.988219862222222
"1509" "frequencyaccelerationmeanX" "standing" "9" -0.971662692
"1510" "frequencyaccelerationmeanX" "standing" "10" -0.970099814318182
"1511" "frequencyaccelerationmeanX" "standing" "11" -0.993808050638298
"1512" "frequencyaccelerationmeanX" "standing" "12" -0.976469472295082
"1513" "frequencyaccelerationmeanX" "standing" "13" -0.989425965614035
"1514" "frequencyaccelerationmeanX" "standing" "14" -0.9726995625
"1515" "frequencyaccelerationmeanX" "standing" "15" -0.986724998867925
"1516" "frequencyaccelerationmeanX" "standing" "16" -0.989427670897436
"1517" "frequencyaccelerationmeanX" "standing" "17" -0.990927533846154
"1518" "frequencyaccelerationmeanX" "standing" "18" -0.990409919315068
"1519" "frequencyaccelerationmeanX" "standing" "19" -0.987352048356164
"1520" "frequencyaccelerationmeanX" "standing" "20" -0.96193272890411
"1521" "frequencyaccelerationmeanX" "standing" "21" -0.978327686179775
"1522" "frequencyaccelerationmeanX" "standing" "22" -0.980373909206349
"1523" "frequencyaccelerationmeanX" "standing" "23" -0.983627197058824
"1524" "frequencyaccelerationmeanX" "standing" "24" -0.984183633623188
"1525" "frequencyaccelerationmeanX" "standing" "25" -0.990093202837838
"1526" "frequencyaccelerationmeanX" "standing" "26" -0.991993372297297
"1527" "frequencyaccelerationmeanX" "standing" "27" -0.99012181225
"1528" "frequencyaccelerationmeanX" "standing" "28" -0.97251980164557
"1529" "frequencyaccelerationmeanX" "standing" "29" -0.995024039692308
"1530" "frequencyaccelerationmeanX" "standing" "30" -0.972014050847458
"1531" "frequencyaccelerationmeanX" "walking" "1" -0.202794306326316
"1532" "frequencyaccelerationmeanX" "walking" "2" -0.346048161016949
"1533" "frequencyaccelerationmeanX" "walking" "3" -0.316614011689655
"1534" "frequencyaccelerationmeanX" "walking" "4" -0.426719449666667
"1535" "frequencyaccelerationmeanX" "walking" "5" -0.287782607410714
"1536" "frequencyaccelerationmeanX" "walking" "6" -0.187934323140351
"1537" "frequencyaccelerationmeanX" "walking" "7" -0.343048405789474
"1538" "frequencyaccelerationmeanX" "walking" "8" -0.247389011875
"1539" "frequencyaccelerationmeanX" "walking" "9" -0.294711163653846
"1540" "frequencyaccelerationmeanX" "walking" "10" -0.114190001283019
"1541" "frequencyaccelerationmeanX" "walking" "11" -0.396533731864407
"1542" "frequencyaccelerationmeanX" "walking" "12" -0.05435763951
"1543" "frequencyaccelerationmeanX" "walking" "13" -0.335030121052632
"1544" "frequencyaccelerationmeanX" "walking" "14" -0.421498172542373
"1545" "frequencyaccelerationmeanX" "walking" "15" -0.31744092037037
"1546" "frequencyaccelerationmeanX" "walking" "16" -0.394790433529412
"1547" "frequencyaccelerationmeanX" "walking" "17" -0.360991674918033
"1548" "frequencyaccelerationmeanX" "walking" "18" -0.37147515625
"1549" "frequencyaccelerationmeanX" "walking" "19" -0.0299815666923077
"1550" "frequencyaccelerationmeanX" "walking" "20" -0.147404272166667
"1551" "frequencyaccelerationmeanX" "walking" "21" -0.273496158519231
"1552" "frequencyaccelerationmeanX" "walking" "22" -0.0994928588891304
"1553" "frequencyaccelerationmeanX" "walking" "23" -0.275404187920339
"1554" "frequencyaccelerationmeanX" "walking" "24" -0.492419802586207
"1555" "frequencyaccelerationmeanX" "walking" "25" -0.609038908918919
"1556" "frequencyaccelerationmeanX" "walking" "26" -0.321959549661017
"1557" "frequencyaccelerationmeanX" "walking" "27" -0.308702374385965
"1558" "frequencyaccelerationmeanX" "walking" "28" -0.280062182962963
"1559" "frequencyaccelerationmeanX" "walking" "29" -0.135819505761321
"1560" "frequencyaccelerationmeanX" "walking" "30" -0.351402910907692
"1561" "frequencyaccelerationmeanX" "walkingdownstairs" "1" 0.0382291831510204
"1562" "frequencyaccelerationmeanX" "walkingdownstairs" "2" 0.112841160325532
"1563" "frequencyaccelerationmeanX" "walkingdownstairs" "3" -0.0421706943244898
"1564" "frequencyaccelerationmeanX" "walkingdownstairs" "4" -0.0722392276888889
"1565" "frequencyaccelerationmeanX" "walkingdownstairs" "5" 0.0984320090212766
"1566" "frequencyaccelerationmeanX" "walkingdownstairs" "6" 0.328308506041667
"1567" "frequencyaccelerationmeanX" "walkingdownstairs" "7" 0.0443428315319149
"1568" "frequencyaccelerationmeanX" "walkingdownstairs" "8" 0.136590199860526
"1569" "frequencyaccelerationmeanX" "walkingdownstairs" "9" 0.103128506197619
"1570" "frequencyaccelerationmeanX" "walkingdownstairs" "10" 0.215665273157895
"1571" "frequencyaccelerationmeanX" "walkingdownstairs" "11" 0.0351937228130435
"1572" "frequencyaccelerationmeanX" "walkingdownstairs" "12" 0.0235049348717391
"1573" "frequencyaccelerationmeanX" "walkingdownstairs" "13" -0.0726602663212766
"1574" "frequencyaccelerationmeanX" "walkingdownstairs" "14" 0.0212541553977778
"1575" "frequencyaccelerationmeanX" "walkingdownstairs" "15" 0.235309825547619
"1576" "frequencyaccelerationmeanX" "walkingdownstairs" "16" 0.0368263528276596
"1577" "frequencyaccelerationmeanX" "walkingdownstairs" "17" -0.0226239171245652
"1578" "frequencyaccelerationmeanX" "walkingdownstairs" "18" -0.350086793272727
"1579" "frequencyaccelerationmeanX" "walkingdownstairs" "19" 0.537012022051282
"1580" "frequencyaccelerationmeanX" "walkingdownstairs" "20" -0.0343309987555556
"1581" "frequencyaccelerationmeanX" "walkingdownstairs" "21" 0.104323529982222
"1582" "frequencyaccelerationmeanX" "walkingdownstairs" "22" 0.195348406222222
"1583" "frequencyaccelerationmeanX" "walkingdownstairs" "23" 0.205428216353704
"1584" "frequencyaccelerationmeanX" "walkingdownstairs" "24" -0.222324293454545
"1585" "frequencyaccelerationmeanX" "walkingdownstairs" "25" -0.372245192931034
"1586" "frequencyaccelerationmeanX" "walkingdownstairs" "26" 0.022800096142
"1587" "frequencyaccelerationmeanX" "walkingdownstairs" "27" 0.0829831545090909
"1588" "frequencyaccelerationmeanX" "walkingdownstairs" "28" 0.0890721752173913
"1589" "frequencyaccelerationmeanX" "walkingdownstairs" "29" 0.110663200244167
"1590" "frequencyaccelerationmeanX" "walkingdownstairs" "30" -0.106966957087097
"1591" "frequencyaccelerationmeanX" "walkingupstairs" "1" -0.404321784150943
"1592" "frequencyaccelerationmeanX" "walkingupstairs" "2" -0.266720933270833
"1593" "frequencyaccelerationmeanX" "walkingupstairs" "3" -0.392004211474576
"1594" "frequencyaccelerationmeanX" "walkingupstairs" "4" -0.294488270365385
"1595" "frequencyaccelerationmeanX" "walkingupstairs" "5" -0.161485339978723
"1596" "frequencyaccelerationmeanX" "walkingupstairs" "6" -0.131075372803922
"1597" "frequencyaccelerationmeanX" "walkingupstairs" "7" -0.336199426470588
"1598" "frequencyaccelerationmeanX" "walkingupstairs" "8" -0.166411065387805
"1599" "frequencyaccelerationmeanX" "walkingupstairs" "9" -0.342735952653061
"1600" "frequencyaccelerationmeanX" "walkingupstairs" "10" -0.139410790617021
"1601" "frequencyaccelerationmeanX" "walkingupstairs" "11" -0.355348902222222
"1602" "frequencyaccelerationmeanX" "walkingupstairs" "12" -0.321447925192308
"1603" "frequencyaccelerationmeanX" "walkingupstairs" "13" -0.382460736363636
"1604" "frequencyaccelerationmeanX" "walkingupstairs" "14" -0.323508442240741
"1605" "frequencyaccelerationmeanX" "walkingupstairs" "15" -0.0746328434375
"1606" "frequencyaccelerationmeanX" "walkingupstairs" "16" -0.474984014705882
"1607" "frequencyaccelerationmeanX" "walkingupstairs" "17" -0.1397522212625
"1608" "frequencyaccelerationmeanX" "walkingupstairs" "18" -0.465097261896552
"1609" "frequencyaccelerationmeanX" "walkingupstairs" "19" -0.15687949467775
"1610" "frequencyaccelerationmeanX" "walkingupstairs" "20" -0.140439074776471
"1611" "frequencyaccelerationmeanX" "walkingupstairs" "21" -0.319169340234043
"1612" "frequencyaccelerationmeanX" "walkingupstairs" "22" -0.0553996485285714
"1613" "frequencyaccelerationmeanX" "walkingupstairs" "23" -0.272605689568627
"1614" "frequencyaccelerationmeanX" "walkingupstairs" "24" -0.395790553898305
"1615" "frequencyaccelerationmeanX" "walkingupstairs" "25" -0.521649838769231
"1616" "frequencyaccelerationmeanX" "walkingupstairs" "26" -0.242820756127273
"1617" "frequencyaccelerationmeanX" "walkingupstairs" "27" -0.417607401176471
"1618" "frequencyaccelerationmeanX" "walkingupstairs" "28" -0.266101343372549
"1619" "frequencyaccelerationmeanX" "walkingupstairs" "29" -0.109793480008163
"1620" "frequencyaccelerationmeanX" "walkingupstairs" "30" -0.420402828153846
"1621" "frequencyaccelerationmeanY" "laying" "1" -0.86706520518
"1622" "frequencyaccelerationmeanY" "laying" "2" -0.979800877916667
"1623" "frequencyaccelerationmeanY" "laying" "3" -0.961169982903226
"1624" "frequencyaccelerationmeanY" "laying" "4" -0.938883374444444
"1625" "frequencyaccelerationmeanY" "laying" "5" -0.965419520961538
"1626" "frequencyaccelerationmeanY" "laying" "6" -0.923706791403509
"1627" "frequencyaccelerationmeanY" "laying" "7" -0.942193953846154
"1628" "frequencyaccelerationmeanY" "laying" "8" -0.951816663703704
"1629" "frequencyaccelerationmeanY" "laying" "9" -0.9343665984
"1630" "frequencyaccelerationmeanY" "laying" "10" -0.954341849137931
"1631" "frequencyaccelerationmeanY" "laying" "11" -0.971403935438596
"1632" "frequencyaccelerationmeanY" "laying" "12" -0.951265971
"1633" "frequencyaccelerationmeanY" "laying" "13" -0.965843757258064
"1634" "frequencyaccelerationmeanY" "laying" "14" -0.930366906078431
"1635" "frequencyaccelerationmeanY" "laying" "15" -0.962461124305556
"1636" "frequencyaccelerationmeanY" "laying" "16" -0.963635575142857
"1637" "frequencyaccelerationmeanY" "laying" "17" -0.954648102253521
"1638" "frequencyaccelerationmeanY" "laying" "18" -0.984909884615385
"1639" "frequencyaccelerationmeanY" "laying" "19" -0.972798824096386
"1640" "frequencyaccelerationmeanY" "laying" "20" -0.965595958382353
"1641" "frequencyaccelerationmeanY" "laying" "21" -0.960069247
"1642" "frequencyaccelerationmeanY" "laying" "22" -0.925524703472222
"1643" "frequencyaccelerationmeanY" "laying" "23" -0.982072295833333
"1644" "frequencyaccelerationmeanY" "laying" "24" -0.980830362083333
"1645" "frequencyaccelerationmeanY" "laying" "25" -0.78494581909589
"1646" "frequencyaccelerationmeanY" "laying" "26" -0.983664034342105
"1647" "frequencyaccelerationmeanY" "laying" "27" -0.982915951891892
"1648" "frequencyaccelerationmeanY" "laying" "28" -0.958436369
"1649" "frequencyaccelerationmeanY" "laying" "29" -0.989034304057971
"1650" "frequencyaccelerationmeanY" "laying" "30" -0.959974274571429
"1651" "frequencyaccelerationmeanY" "sitting" "1" -0.944084550425532
"1652" "frequencyaccelerationmeanY" "sitting" "2" -0.957343498478261
"1653" "frequencyaccelerationmeanY" "sitting" "3" -0.891907751346154
"1654" "frequencyaccelerationmeanY" "sitting" "4" -0.9057829318
"1655" "frequencyaccelerationmeanY" "sitting" "5" -0.921434735681818
"1656" "frequencyaccelerationmeanY" "sitting" "6" -0.928264365454545
"1657" "frequencyaccelerationmeanY" "sitting" "7" -0.93149063375
"1658" "frequencyaccelerationmeanY" "sitting" "8" -0.94421971826087
"1659" "frequencyaccelerationmeanY" "sitting" "9" -0.911683219
"1660" "frequencyaccelerationmeanY" "sitting" "10" -0.9404502
"1661" "frequencyaccelerationmeanY" "sitting" "11" -0.934503182830189
"1662" "frequencyaccelerationmeanY" "sitting" "12" -0.942768016862745
"1663" "frequencyaccelerationmeanY" "sitting" "13" -0.959673916122449
"1664" "frequencyaccelerationmeanY" "sitting" "14" -0.932644766111111
"1665" "frequencyaccelerationmeanY" "sitting" "15" -0.938926430779661
"1666" "frequencyaccelerationmeanY" "sitting" "16" -0.961456685507246
"1667" "frequencyaccelerationmeanY" "sitting" "17" -0.96992798921875
"1668" "frequencyaccelerationmeanY" "sitting" "18" -0.976538530350877
"1669" "frequencyaccelerationmeanY" "sitting" "19" -0.960763181917808
"1670" "frequencyaccelerationmeanY" "sitting" "20" -0.945198619242424
"1671" "frequencyaccelerationmeanY" "sitting" "21" -0.968060947058824
"1672" "frequencyaccelerationmeanY" "sitting" "22" -0.939546007903226
"1673" "frequencyaccelerationmeanY" "sitting" "23" -0.953460406470588
"1674" "frequencyaccelerationmeanY" "sitting" "24" -0.962773200147059
"1675" "frequencyaccelerationmeanY" "sitting" "25" -0.959117259384615
"1676" "frequencyaccelerationmeanY" "sitting" "26" -0.954299410641026
"1677" "frequencyaccelerationmeanY" "sitting" "27" -0.974057855571429
"1678" "frequencyaccelerationmeanY" "sitting" "28" -0.946351650416667
"1679" "frequencyaccelerationmeanY" "sitting" "29" -0.969609501666667
"1680" "frequencyaccelerationmeanY" "sitting" "30" -0.954076042258065
"1681" "frequencyaccelerationmeanY" "standing" "1" -0.977070847735849
"1682" "frequencyaccelerationmeanY" "standing" "2" -0.959871697407407
"1683" "frequencyaccelerationmeanY" "standing" "3" -0.908075353770492
"1684" "frequencyaccelerationmeanY" "standing" "4" -0.889549205
"1685" "frequencyaccelerationmeanY" "standing" "5" -0.890796360535714
"1686" "frequencyaccelerationmeanY" "standing" "6" -0.930336471754386
"1687" "frequencyaccelerationmeanY" "standing" "7" -0.941883783773585
"1688" "frequencyaccelerationmeanY" "standing" "8" -0.9500491
"1689" "frequencyaccelerationmeanY" "standing" "9" -0.944849431777778
"1690" "frequencyaccelerationmeanY" "standing" "10" -0.923378745227273
"1691" "frequencyaccelerationmeanY" "standing" "11" -0.968703072553191
"1692" "frequencyaccelerationmeanY" "standing" "12" -0.932775677704918
"1693" "frequencyaccelerationmeanY" "standing" "13" -0.959427618245614
"1694" "frequencyaccelerationmeanY" "standing" "14" -0.942178248333333
"1695" "frequencyaccelerationmeanY" "standing" "15" -0.943348788679245
"1696" "frequencyaccelerationmeanY" "standing" "16" -0.96931401525641
"1697" "frequencyaccelerationmeanY" "standing" "17" -0.97417056948718
"1698" "frequencyaccelerationmeanY" "standing" "18" -0.961239135479452
"1699" "frequencyaccelerationmeanY" "standing" "19" -0.952872872465753
"1700" "frequencyaccelerationmeanY" "standing" "20" -0.898194212465753
"1701" "frequencyaccelerationmeanY" "standing" "21" -0.949694904269663
"1702" "frequencyaccelerationmeanY" "standing" "22" -0.929161387619048
"1703" "frequencyaccelerationmeanY" "standing" "23" -0.962831825294118
"1704" "frequencyaccelerationmeanY" "standing" "24" -0.948970158405797
"1705" "frequencyaccelerationmeanY" "standing" "25" -0.959846189054054
"1706" "frequencyaccelerationmeanY" "standing" "26" -0.958402317837838
